sr_pcode,state_region,ts_pcode,township,vt_pcode,village_tract,village_pcode,village,village_mya_mmr3
MMR003,Kayin,MMR003003,Hpapun,MMR003003029,Kwin Da La (Yae Pu),169971,Yae Pu,ရေပူ
MMR003,Kayin,MMR003003,Hpapun,MMR003003018,Kyauk Taung,169893,Ge Hta,ဃဲထ
MMR003,Kayin,MMR003003,Hpapun,MMR003003018,Kyauk Taung,169894,Ge Khee,ဃဲခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003018,Kyauk Taung,169896,Htee Baw Khee,ထီးဘောခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003018,Kyauk Taung,169895,Htee Taw Taw,ထီးတော်တော်
MMR003,Kayin,MMR003003,Hpapun,MMR003003018,Kyauk Taung,169897,Htei Ri Kyun,ထယ်ရီကျွန်း
MMR003,Kayin,MMR003003,Hpapun,MMR003003018,Kyauk Taung,169892,Kyauk Taung,ကျောက်တောင်
MMR003,Kayin,MMR003003,Hpapun,MMR003003018,Kyauk Taung,169898,Naw Wi Htar,နော်ဝိထား
MMR003,Kayin,MMR003003,Hpapun,MMR003003005,Ma Htaw,169761,Chaung Wa,ချောင်းဝ
MMR003,Kayin,MMR003003,Hpapun,MMR003003005,Ma Htaw,169760,Dwei Lo,ဒွယ်လိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003005,Ma Htaw,169757,Khway Thay,ခွေးသေ
MMR003,Kayin,MMR003003,Hpapun,MMR003003005,Ma Htaw,169751,Ku Seik,ကူးဆိပ်
MMR003,Kayin,MMR003003,Hpapun,MMR003003005,Ma Htaw,169755,Law Ka Lar,လော်ကလား
MMR003,Kayin,MMR003003,Hpapun,MMR003003005,Ma Htaw,169750,Ma Htaw,မထော
MMR003,Kayin,MMR003003,Hpapun,MMR003003005,Ma Htaw,169754,Noet Par Doe,နို့ပါဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003005,Ma Htaw,169758,Po Baw Khoet,ပိုဘောခို့
MMR003,Kayin,MMR003003,Hpapun,MMR003003005,Ma Htaw,169759,Ta Hu Law,တာဟူးလော်
MMR003,Kayin,MMR003003,Hpapun,MMR003003005,Ma Htaw,169756,Ta Khwee Do,တခွီးဒို
MMR003,Kayin,MMR003003,Hpapun,MMR003003005,Ma Htaw,169752,Thwar Khoet Law,သွားခို့လော်
MMR003,Kayin,MMR003003,Hpapun,MMR003003005,Ma Htaw,169753,Thwar Ma Kyu Law,သွားမကြူလော်
MMR003,Kayin,MMR003003,Hpapun,MMR003003020,Ma Lay Kyauk,169903,Ma Lay Kyauk,မလေးကျောက်
MMR003,Kayin,MMR003003,Hpapun,MMR003003020,Ma Lay Kyauk,169904,Mi Chaung Win,မိချောင်းဝင်း
MMR003,Kayin,MMR003003,Hpapun,MMR003003022,Me Chon Wa,169906,Me Chon Wa,မဲချုံဝ
MMR003,Kayin,MMR003003,Hpapun,MMR003003028,Me Pa Li,169959,Htee Baw Khee,ထီးဘောခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003028,Me Pa Li,169960,Htee Baw Law,ထီးဘောလော်
MMR003,Kayin,MMR003003,Hpapun,MMR003003028,Me Pa Li,169962,Ko Lu Pyo,ကိုလူပျို
MMR003,Kayin,MMR003003,Hpapun,MMR003003028,Me Pa Li,169964,Kyauk Kwin,ကျောက်ကွင်း
MMR003,Kayin,MMR003003,Hpapun,MMR003003028,Me Pa Li,169966,Lay Ein Su,လေးအိမ်စု
MMR003,Kayin,MMR003003,Hpapun,MMR003003028,Me Pa Li,169961,Me Ku Lar,မဲကုလား
MMR003,Kayin,MMR003003,Hpapun,MMR003003028,Me Pa Li,169957,Me Pa Li,မဲပလိ
MMR003,Kayin,MMR003003,Hpapun,MMR003003028,Me Pa Li,169958,Me Pa Li Khee,မဲပလီခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003028,Me Pa Li,169965,Paw Ku Hta,ပေါ်ကူးထ
MMR003,Kayin,MMR003003,Hpapun,MMR003003028,Me Pa Li,169963,Ta Khaw Khoet,တခေါခို့
MMR003,Kayin,MMR003003,Hpapun,MMR003003002,Me Tha Lut,169730,Hway Naung,ဝှေနောင်
MMR003,Kayin,MMR003003,Hpapun,MMR003003002,Me Tha Lut,169729,Ku Lar Kaing,ကုလားကိုင်း
MMR003,Kayin,MMR003003,Hpapun,MMR003003002,Me Tha Lut,169733,Maw Pu,မော်ပူ
MMR003,Kayin,MMR003003,Hpapun,MMR003003002,Me Tha Lut,169728,Me Tha Lut,မဲသလွတ်
MMR003,Kayin,MMR003003,Hpapun,MMR003003002,Me Tha Lut,169734,Me Tha Yo Khee,မဲသရိုခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003002,Me Tha Lut,169731,Nay Pu Khan,နေပူခံ
MMR003,Kayin,MMR003003,Hpapun,MMR003003002,Me Tha Lut,169732,Pa Nwe Pu,ပနွယ်ပူ
MMR003,Kayin,MMR003003,Hpapun,MMR003003017,Me Tu Khee,169889,Baw Htay,ဘောထေး
MMR003,Kayin,MMR003003,Hpapun,MMR003003017,Me Tu Khee,169882,Htee Pa Lel,ထီးပလယ်
MMR003,Kayin,MMR003003,Hpapun,MMR003003017,Me Tu Khee,169885,Me Ka Law,မဲကလော်
MMR003,Kayin,MMR003003,Hpapun,MMR003003017,Me Tu Khee,169884,Me Kyee Hta Ma,မဲကြီးထမ
MMR003,Kayin,MMR003003,Hpapun,MMR003003017,Me Tu Khee,169888,Me Pu Hta,မဲပူထ
MMR003,Kayin,MMR003003,Hpapun,MMR003003017,Me Tu Khee,169883,Me Ta Do Hta,မဲတဒိုထ
MMR003,Kayin,MMR003003,Hpapun,MMR003003017,Me Tu Khee,169880,Me Tu Khee,မဲတူခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003017,Me Tu Khee,169890,Naw Khee,နော်ခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003017,Me Tu Khee,169887,Nyar Sar Khee,ညာဆာခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003017,Me Tu Khee,169886,Se Pu Law,ဆဲပူလော်
MMR003,Kayin,MMR003003,Hpapun,MMR003003017,Me Tu Khee,169881,Shwe Htee,ရွှေထီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003017,Me Tu Khee,169891,Ta Lay Kaw Doe,​တလေကော်ဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003016,Me Waing,169868,Day Law Pu,ဒေးလော်ပူ
MMR003,Kayin,MMR003003,Hpapun,MMR003003016,Me Waing,169869,Hpway Day,ဖွေးဒေး
MMR003,Kayin,MMR003003,Hpapun,MMR003003016,Me Waing,169873,Ka Law Khee,ကလောခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003016,Me Waing,169866,Kha Kho Khee,ခခိုခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003016,Me Waing,169878,Kyoe Waing,ကြိုးဝိုင်း
MMR003,Kayin,MMR003003,Hpapun,MMR003003016,Me Waing,169877,Me Kyee La Law,မဲကြီးလလော်
MMR003,Kayin,MMR003003,Hpapun,MMR003003016,Me Waing,169879,Me Paw Hta,မဲပေါ်ထ
MMR003,Kayin,MMR003003,Hpapun,MMR003003016,Me Waing,169876,Me Tu Khee,မဲတူခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003016,Me Waing,169864,Me Waing,မဲဝိုင်
MMR003,Kayin,MMR003003,Hpapun,MMR003003016,Me Waing,169874,Me War Doe Kyoe,မဲဝါးဒိုးကျိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003016,Me Waing,169875,Mei Paw Khee,မယ်ပေါ်ခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003016,Me Waing,169867,Mei Ta Lei Law,မယ်တလယ်လော်
MMR003,Kayin,MMR003003,Hpapun,MMR003003016,Me Waing,169870,No Boe Law,နိုဘိုးလော်
MMR003,Kayin,MMR003003,Hpapun,MMR003003016,Me Waing,169865,Thaw Thea Kho,သောသဲခို
MMR003,Kayin,MMR003003,Hpapun,MMR003003016,Me Waing,169872,Thay Naw U,သေနော်အူး
MMR003,Kayin,MMR003003,Hpapun,MMR003003016,Me Waing,169871,War Law Ka Loe,ဝါလော်ကလိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003014,Min Nan Nwe,169847,Htee Kay Doe,ထီးကေဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003014,Min Nan Nwe,169842,Ka Law U Doe,ကလောအူဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003014,Min Nan Nwe,169851,Khu Hpei Hta,ခူဖယ်ထ
MMR003,Kayin,MMR003003,Hpapun,MMR003003014,Min Nan Nwe,169852,Law Pu Doe,လောပူဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003014,Min Nan Nwe,169845,Lel War Doe,လယ်ဝါးဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003014,Min Nan Nwe,169848,Maw Ta Khaw Doe,မောတခေါဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003014,Min Nan Nwe,169843,Maw Thay Doe,မော်သေဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003014,Min Nan Nwe,169846,Maw War Doe,မော်ဝါးဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003014,Min Nan Nwe,169841,Min Nan Nwe,မင်းနန်းနွယ်
MMR003,Kayin,MMR003003,Hpapun,MMR003003014,Min Nan Nwe,169850,Sar Ta Hpa Law Doe,ဆာတဖလော်ဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003014,Min Nan Nwe,169844,Tay Kho Doe,တေခိုဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003014,Min Nan Nwe,169853,War Kyaw Khee,ဝါကျော်ခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003014,Min Nan Nwe,169849,War Mi Day,ဝါမီဒေး
MMR003,Kayin,MMR003003,Hpapun,MMR003003033,Myin Ta Pyay,170018,Htee Doe Hta,ထီးဒိုးထ
MMR003,Kayin,MMR003003,Hpapun,MMR003003033,Myin Ta Pyay,170021,Maw Lel Law,မော်လယ်လော်
MMR003,Kayin,MMR003003,Hpapun,MMR003003033,Myin Ta Pyay,170020,Me Kho Khee,မယ်ခိုးခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003033,Myin Ta Pyay,170017,Myin Ta Pyay,မြင်းတပြေး
MMR003,Kayin,MMR003003,Hpapun,MMR003003033,Myin Ta Pyay,170019,Wet Ma Au,ဝက်မအူ
MMR003,Kayin,MMR003003,Hpapun,MMR003003015,Nan Khu Khee,169863,Ka Law Pa,ကလောပ
MMR003,Kayin,MMR003003,Hpapun,MMR003003015,Nan Khu Khee,169858,Ka War Khee,ကဝါခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003015,Nan Khu Khee,169856,Kyun Pin Sa Khan,ကျွန်းပင်စခန်း
MMR003,Kayin,MMR003003,Hpapun,MMR003003015,Nan Khu Khee,169857,Mei Ta Lel Khee,မယ်တလယ်ခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003015,Nan Khu Khee,169854,Nan Khu Khee,နန်းခူခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003015,Nan Khu Khee,169855,Nar Khu Hta,နားခူထ
MMR003,Kayin,MMR003003,Hpapun,MMR003003015,Nan Khu Khee,169860,Noet Ta Khaw Paw,နို့တ​ခေါ်ပေါ်
MMR003,Kayin,MMR003003,Hpapun,MMR003003015,Nan Khu Khee,169862,Ta Kaw Kyoe,တကော်ကျိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003015,Nan Khu Khee,169861,U Di Khee,အူးဒီခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003015,Nan Khu Khee,169859,Yar Ki Khee,ယာကီခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003007,Pan Haik,169776,Baw Kaw Kyoe,ဘောဘောကြိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003007,Pan Haik,169777,Baw Thay Kyoe,ဘောသေကြိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003007,Pan Haik,169783,Bu Tar Doe,ဘူတာဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003007,Pan Haik,169781,Hta Thee Doe,ထသီးဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003007,Pan Haik,169778,Hto Khee Doe,ထိုခီးဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003007,Pan Haik,169779,Hto Thay Doe,ထိုသေဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003007,Pan Haik,169780,Ka Lay Ka Law Mu Doe,ကလေကလော်မူဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003007,Pan Haik,169782,Lel Nar Doe,လယ်နာဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003007,Pan Haik,169775,Pan Haik,ပန်ဟိုက်
MMR003,Kayin,MMR003003,Hpapun,MMR003003007,Pan Haik,169784,Paw Ka Doe,ပေါကဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003007,Pan Haik,169785,War Kho Doe,ဝါးခိုဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003030,Pu Zun Myaung,169989,Inn Kone,အင်းကုန်း
MMR003,Kayin,MMR003003,Hpapun,MMR003003030,Pu Zun Myaung,169994,Kan Nyi Naung,ကန်ညီနောင်
MMR003,Kayin,MMR003003,Hpapun,MMR003003030,Pu Zun Myaung,169998,Kwin Myaung,ကွင်းမြောင်း
MMR003,Kayin,MMR003003,Hpapun,MMR003003030,Pu Zun Myaung,169988,Kyauk Hpar,ကျောက်ဖား
MMR003,Kayin,MMR003003,Hpapun,MMR003003030,Pu Zun Myaung,169995,Me Seik,မဲဆိပ်
MMR003,Kayin,MMR003003,Hpapun,MMR003003030,Pu Zun Myaung,169985,No Pa Lay,နိုပလေ
MMR003,Kayin,MMR003003,Hpapun,MMR003003030,Pu Zun Myaung,169992,Noet Hta,နို့ထ
MMR003,Kayin,MMR003003,Hpapun,MMR003003030,Pu Zun Myaung,169997,Paing Ka Lar Gyi,ပိုင်ကလားကြီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003030,Pu Zun Myaung,169996,Paing Lar Wa,ပိုင်လာဝ
MMR003,Kayin,MMR003003,Hpapun,MMR003003030,Pu Zun Myaung,169987,Pein Hne Taw,ပိန်းနဲတော
MMR003,Kayin,MMR003003,Hpapun,MMR003003030,Pu Zun Myaung,169984,Pu Zun Myaung,ပုဇွန်မြောင်း
MMR003,Kayin,MMR003003,Hpapun,MMR003003030,Pu Zun Myaung,169993,Shan Thaung,ရှမ်းသောင်
MMR003,Kayin,MMR003003,Hpapun,MMR003003030,Pu Zun Myaung,169986,Ta Kayt Khoet,တခေ့ခို့
MMR003,Kayin,MMR003003,Hpapun,MMR003003030,Pu Zun Myaung,169990,Zar Kawt Lon (Lower),ဇာကော့လုံ (အောက်)
MMR003,Kayin,MMR003003,Hpapun,MMR003003030,Pu Zun Myaung,169991,Zar Kawt Lon (Upper),ဇာကော့လုံ (အထက်)
MMR003,Kayin,MMR003003,Hpapun,MMR003003009,Pyin Ma,169801,Bu Thaw Mee,ဘူးသောမီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003009,Pyin Ma,169802,Htu Law Ka Loe,ထူးလောကလိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003009,Pyin Ma,169800,Mei Nyo Khee,မယ်ညိုခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003009,Pyin Ma,169797,Mei Nyo Law,မယ်ညိုလော်
MMR003,Kayin,MMR003003,Hpapun,MMR003003009,Pyin Ma,169799,Po Law,ပိုလော်
MMR003,Kayin,MMR003003,Hpapun,MMR003003009,Pyin Ma,169795,Pyin Ma,ပျဉ်းမ
MMR003,Kayin,MMR003003,Hpapun,MMR003003009,Pyin Ma,169796,Saing Ta Mawt,စိုင်တမော့
MMR003,Kayin,MMR003003,Hpapun,MMR003003009,Pyin Ma,169798,Ta Khaw Kyoe,တခေါကြိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003027,Shwe Hpa Lar Kya,169944,Hat Gyi Chaung,ဟတ်ကြီးချောင်း
MMR003,Kayin,MMR003003,Hpapun,MMR003003027,Shwe Hpa Lar Kya,169946,Hat Gyi Chaung Hpyar,ဟတ်ကြီးချောင်းဖျား
MMR003,Kayin,MMR003003,Hpapun,MMR003003027,Shwe Hpa Lar Kya,169945,Hat Gyi Kan Nar,ဟတ်ကြီးကမ်းနား
MMR003,Kayin,MMR003003,Hpapun,MMR003003027,Shwe Hpa Lar Kya,169955,Htee Thea Hta,ထီးသဲထ
MMR003,Kayin,MMR003003,Hpapun,MMR003003027,Shwe Hpa Lar Kya,169952,Htwee Law Saw,ထွီးလော်ဆော
MMR003,Kayin,MMR003003,Hpapun,MMR003003027,Shwe Hpa Lar Kya,169951,Mei Nyaw Lay Hpoe Hko,မယ်ညောလေးဖိုးခို
MMR003,Kayin,MMR003003,Hpapun,MMR003003027,Shwe Hpa Lar Kya,169953,Mei Nyaw Ywar Gyi,မယ်ညောရွာကြီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003027,Shwe Hpa Lar Kya,169950,Mya Yar Taw,မြယာတော
MMR003,Kayin,MMR003003,Hpapun,MMR003003027,Shwe Hpa Lar Kya,169949,Myin Ta Pyay,မြင်းတပြေး
MMR003,Kayin,MMR003003,Hpapun,MMR003003027,Shwe Hpa Lar Kya,169956,Paw Ta Khwee,ပေါ်တခွီ
MMR003,Kayin,MMR003003,Hpapun,MMR003003027,Shwe Hpa Lar Kya,169947,Pay Tu Hta,ပေတူထ
MMR003,Kayin,MMR003003,Hpapun,MMR003003027,Shwe Hpa Lar Kya,169941,Shwe Hpa Lar Kya,ရွှေဖလားကျ
MMR003,Kayin,MMR003003,Hpapun,MMR003003027,Shwe Hpa Lar Kya,169943,Shwe Hpa Lar Kya (Kan Nar),ရွှေဖလားကျ (ကမ်းနား)
MMR003,Kayin,MMR003003,Hpapun,MMR003003027,Shwe Hpa Lar Kya,169942,Shwe Hpa Lar Kya (Middle),ရွှေဖလားကျ (အလယ်)
MMR003,Kayin,MMR003003,Hpapun,MMR003003027,Shwe Hpa Lar Kya,169954,Ta Par Day Mu,တပါဒေးမူ
MMR003,Kayin,MMR003003,Hpapun,MMR003003027,Shwe Hpa Lar Kya,169948,Taung Chay Yin,တောင်ခြေရင်း
MMR003,Kayin,MMR003003,Hpapun,MMR003003024,Sin Swei,169923,Ba Law Tei,ဘလော်တယ်
MMR003,Kayin,MMR003003,Hpapun,MMR003003024,Sin Swei,169917,Ba Leit Pon,ဘလဲ့ပုံ
MMR003,Kayin,MMR003003,Hpapun,MMR003003024,Sin Swei,169916,Hpar Long,ဖာလုံ
MMR003,Kayin,MMR003003,Hpapun,MMR003003024,Sin Swei,169924,Ka Pay Khee,ကပေခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003024,Sin Swei,169918,Noet Gaw,နို့ဂေါ်
MMR003,Kayin,MMR003003,Hpapun,MMR003003024,Sin Swei,169922,Noet Lar,နို့လာ
MMR003,Kayin,MMR003003,Hpapun,MMR003003024,Sin Swei,169915,Sin Swei,ဆင်ဆွယ်
MMR003,Kayin,MMR003003,Hpapun,MMR003003024,Sin Swei,169921,Sin Swei Chaung Wa,ဆင်စွယ်ချောင်းဝ
MMR003,Kayin,MMR003003,Hpapun,MMR003003024,Sin Swei,169920,Thein Chaung,သိန်းချောင်း
MMR003,Kayin,MMR003003,Hpapun,MMR003003024,Sin Swei,169919,War Hpoe Ku Lar,ဝါးဖိုးကုလား
MMR003,Kayin,MMR003003,Hpapun,MMR003003003,Ta Khun Taing,169736,Hway Hmon,ဝှေမှုန်
MMR003,Kayin,MMR003003,Hpapun,MMR003003003,Ta Khun Taing,169742,Ka Law Day,ကလောဒေး
MMR003,Kayin,MMR003003,Hpapun,MMR003003003,Ta Khun Taing,169743,Me Pi Khee,မဲပီခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003003,Ta Khun Taing,169738,Nyaung Pin,ညောင်ပင်
MMR003,Kayin,MMR003003,Hpapun,MMR003003003,Ta Khun Taing,169737,Po Yar Par,ပိုယာပါ
MMR003,Kayin,MMR003003,Hpapun,MMR003003003,Ta Khun Taing,169740,Ta Khu Khee,တကူခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003003,Ta Khun Taing,169735,Ta Khun Taing,တံခွန်တိုင်
MMR003,Kayin,MMR003003,Hpapun,MMR003003003,Ta Khun Taing,169739,Ta Yi Paw Khoet,တရီပေါ်ခို့
MMR003,Kayin,MMR003003,Hpapun,MMR003003003,Ta Khun Taing,169741,Yar Ki Khee,ယာကီခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003010,Tay Mu Doe,169813,Do Hei Doe,ဒိုဟဲဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003010,Tay Mu Doe,169806,Haw Me Doe,ဟောမီဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003010,Tay Mu Doe,169810,Ka Law Lar,ကလော်လား
MMR003,Kayin,MMR003003,Hpapun,MMR003003010,Tay Mu Doe,169811,Kaw Mu Kwar Doe,ကော်မူကွာဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003010,Tay Mu Doe,169814,Kaw Mwa Khee,ကော်မွခီး
MMR003,Kayin,MMR003003,Hpapun,MMR003003010,Tay Mu Doe,169805,Lar Gaw Doe,လားကော်ဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003010,Tay Mu Doe,169809,Lay Kaw,လေးကော
MMR003,Kayin,MMR003003,Hpapun,MMR003003010,Tay Mu Doe,169808,Maw Lay Kho,မောလေးခို
MMR003,Kayin,MMR003003,Hpapun,MMR003003010,Tay Mu Doe,169804,Ta Dar Doe,တတားဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003010,Tay Mu Doe,169803,Tay Mu Doe,တေးမူဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003010,Tay Mu Doe,169807,Thay Dar Mu Doe,သေဒါးမူဒိုး
MMR003,Kayin,MMR003003,Hpapun,MMR003003010,Tay Mu Doe,169812,Ti Ku,တီးကူး
MMR003,Kayin,MMR003003,Hpapun,MMR003003031,War Kaw Kyay,170000,Kyun Taw,ကျွန်းတော
MMR003,Kayin,MMR003003,Hpapun,MMR003003031,War Kaw Kyay,170004,Mee Zaing Chaung Hpyar,မီးဇိုင်းချောင်းဖျား
MMR003,Kayin,MMR003003,Hpapun,MMR003003031,War Kaw Kyay,170001,Ta Dar U,တံတားဦး
MMR003,Kayin,MMR003003,Hpapun,MMR003003031,War Kaw Kyay,170002,War Du,ဝါးဒူး
MMR003,Kayin,MMR003003,Hpapun,MMR003003031,War Kaw Kyay,169999,War Kaw Kyay,ဝါကော်ကျေး
MMR003,Kayin,MMR003003,Hpapun,MMR003003031,War Kaw Kyay,170003,War Tho Kho,ဝါးသိုးခို
MMR003,Kayin,MMR003003,Hpapun,MMR003003004,Whay San,169748,Ba Law Ka Saung,ဘလော်ကဆောင်
MMR003,Kayin,MMR003003,Hpapun,MMR003003004,Whay San,169745,Dayt Law Pu,ဒေ့လော်ပူ
MMR003,Kayin,MMR003003,Hpapun,MMR003003004,Whay San,169746,Htee Baw Ga Hta,ထီးဘောဂထ
MMR003,Kayin,MMR003003,Hpapun,MMR003003004,Whay San,169749,Htee Htaw Pei,ထီးထော်ပယ်
MMR003,Kayin,MMR003003,Hpapun,MMR003003004,Whay San,169747,Ka Law Law,ကလောလော်
MMR003,Kayin,MMR003003,Hpapun,MMR003003004,Whay San,169744,Whay San,ဝှေဆန်
MMR003,Kayin,MMR003003,Hpapun,MMR003003021,Win Maung (Tha Yet Pin Seik),169905,Win Maung,ဝင်းမောင်း
MMR003,Kayin,MMR003006,Kawkareik,MMR003006038,Ah Nauk Bet Kan,170579,Ah Nauk Bet Kan,အနောက်ဘက်ကမ်း
MMR003,Kayin,MMR003006,Kawkareik,MMR003006038,Ah Nauk Bet Kan,170580,Tha Yet Taw,သရက်တော
MMR003,Kayin,MMR003006,Kawkareik,MMR003006021,An Hpa Gyi,170510,An Hpa Gyi,အံဖကြီး
MMR003,Kayin,MMR003006,Kawkareik,MMR003006021,An Hpa Gyi,170511,An Hpa Lay,အံဖလေး
MMR003,Kayin,MMR003006,Kawkareik,MMR003006021,An Hpa Gyi,170514,Kyar Inn Kone,ကြာအင်းကုန်း
MMR003,Kayin,MMR003006,Kawkareik,MMR003006021,An Hpa Gyi,170513,Naung Naing,နောင်နိုင်း
MMR003,Kayin,MMR003006,Kawkareik,MMR003006021,An Hpa Gyi,170512,Nyaung Pin,ညောင်ပင်
MMR003,Kayin,MMR003006,Kawkareik,MMR003006035,An Kaung,170566,An Kaung,အံကောင်
MMR003,Kayin,MMR003006,Kawkareik,MMR003006023,Dauk Pa Lan,170523,Bawt Daing,ဘော့ဒိုင်း
MMR003,Kayin,MMR003006,Kawkareik,MMR003006023,Dauk Pa Lan,170519,Dauk Pa Lan,ဒေါက်ပလန်
MMR003,Kayin,MMR003006,Kawkareik,MMR003006023,Dauk Pa Lan,170522,Hla Kyaw Kone (Nan Shwe Hmone),လှကျော်ကုန်း (နန်းရွှေမှုံ)
MMR003,Kayin,MMR003006,Kawkareik,MMR003006023,Dauk Pa Lan,170521,Kyaik Tha Laik,ကျိုက်သလိုက်
MMR003,Kayin,MMR003006,Kawkareik,MMR003006023,Dauk Pa Lan,170520,Thone Set Thone Su,သုံးဆယ့်သုံးဆူ
MMR003,Kayin,MMR003006,Kawkareik,MMR003006014,Daw Hpyar,170473,Daw Hpyar (Kayin Su),ဒေါဖျာ (ကရင်စု)
MMR003,Kayin,MMR003006,Kawkareik,MMR003006014,Daw Hpyar,170472,Daw Hpyar (Mon Su),ဒေါဖျာ (မွန်စု)
MMR003,Kayin,MMR003006,Kawkareik,MMR003006014,Daw Hpyar,170475,Kawt Baw,ကော့ဘော်
MMR003,Kayin,MMR003006,Kawkareik,MMR003006014,Daw Hpyar,170478,Kawt Hpa Lut,ကော့ဖလွတ်
MMR003,Kayin,MMR003006,Kawkareik,MMR003006014,Daw Hpyar,170474,Kawt Ka Mar,ကော့ကမာ
MMR003,Kayin,MMR003006,Kawkareik,MMR003006014,Daw Hpyar,170479,Kawt Kha Mi,ကော့ခမိ
MMR003,Kayin,MMR003006,Kawkareik,MMR003006014,Daw Hpyar,170476,Kawt Than Khar,ကော့သံခါ
MMR003,Kayin,MMR003006,Kawkareik,MMR003006014,Daw Hpyar,170477,Taung Sun,တောင်စွန်း
MMR003,Kayin,MMR003006,Kawkareik,MMR003006045,Ei Baing,170604,Ei Baing,အီဘိုင်း
MMR003,Kayin,MMR003006,Kawkareik,MMR003006045,Ei Baing,170608,Hti Hpoe Ka Laung,ထီဖိုးကလောင်
MMR003,Kayin,MMR003006,Kawkareik,MMR003006045,Ei Baing,170607,Kyar Yoe Kone,ကြာရိုးကုန်း
MMR003,Kayin,MMR003006,Kawkareik,MMR003006045,Ei Baing,170609,Pi Tauk Kone,ပိတောက်ကုန်း
MMR003,Kayin,MMR003006,Kawkareik,MMR003006045,Ei Baing,170606,Yae Kyaw,ရေကျော်
MMR003,Kayin,MMR003006,Kawkareik,MMR003006045,Ei Baing,170605,Ywar Tan Shey,ရွာတန်းရှည်
MMR003,Kayin,MMR003006,Kawkareik,MMR003006020,Haung Tha Yaw,170506,Haung Tha Yaw,ဟောင်သရော
MMR003,Kayin,MMR003006,Kawkareik,MMR003006020,Haung Tha Yaw,170507,Haung Tha Yaw (Tha/Ma),ဟောင်သရော (သ/မ)
